,<CLOSE>,indicator,Общая стоимость портфеля
2018-08-29,26.0,0.0,4670.0
2018-08-30,26.2,0.0,4690.0
2018-08-31,26.4,0.0,4710.0
2018-09-03,26.7,0.0,4740.0
2018-09-05,26.7,0.0,4740.0
2018-09-07,26.1,0.0,4680.0
2018-09-10,27.4,0.0,4810.0
2018-09-11,30.4,50.0,5110.0
2018-09-12,28.0,0.0,4870.0
2018-09-13,28.9,0.0,4960.0
2018-09-14,29.7,66.66666666666666,5040.0
2018-09-17,28.9,0.0,4960.0
2018-09-18,28.4,0.0,4910.0
2018-09-19,33.0,0.0,5370.0
2018-09-20,33.0,10.0,5370.0
2018-09-21,32.3,10.0,5370.0
2018-09-24,32.5,40.0,5370.0
2018-09-25,31.7,0.0,5370.0
2018-09-26,29.7,100.0,5370.0
2018-09-27,31.0,10.0,5500.0
2018-09-28,43.3,94.73684210526315,5500.0
2018-10-01,60.5,12.831168831168833,7220.0
2018-10-02,48.5,8.333333333333334,7220.0
2018-10-03,54.5,8.611111111111112,7220.0
2018-10-04,55.7,8.333333333333334,7220.0
2018-10-05,53.5,0.0,7220.0
2018-10-08,50.5,50.0,7220.0
2018-10-09,47.1,0.0,7220.0
2018-10-10,52.0,40.0,7220.0
2018-10-11,49.2,10.0,7220.0
2018-10-12,51.6,10.0,7220.0
2018-10-15,52.0,20.0,7220.0
2018-10-16,52.2,10.0,7220.0
2018-10-17,51.4,0.0,7220.0
2018-10-18,50.0,10.0,7220.0
2018-10-19,47.3,20.0,7220.0
2018-10-22,42.0,0.0,7220.0
2018-10-23,55.7,77.77777777777777,7220.0
2018-10-24,50.5,8.666666666666668,7220.0
2018-10-25,51.7,6.666666666666666,7220.0
2018-10-26,52.0,0.0,7220.0
2018-10-29,51.5,100.0,7220.0
2018-10-30,50.9,0.0,7220.0
2018-10-31,50.9,0.0,7220.0
2018-11-01,49.8,0.0,7220.0
2018-11-02,50.9,0.0,7220.0
2018-11-06,50.1,0.0,7220.0
2018-11-07,49.7,0.0,7220.0
2018-11-08,49.9,0.0,7220.0
2018-11-09,50.0,0.0,7220.0
2018-11-12,48.8,0.0,7220.0
2018-11-13,49.9,0.0,7220.0
2018-11-14,50.2,0.0,7220.0
2018-11-15,49.6,0.0,7220.0
2018-11-16,49.1,0.0,7220.0
2018-11-19,49.8,50.0,7220.0
2018-11-20,49.6,0.0,7220.0
2018-11-21,48.9,0.0,7220.0
2018-11-22,50.0,0.0,7220.0
2018-11-23,50.8,100.0,7220.0
2018-11-26,49.0,10.0,7220.0
2018-11-27,47.9,0.0,7220.0
2018-11-28,50.1,100.0,7220.0
2018-11-29,49.0,0.0,7220.0
2018-11-30,46.4,100.0,7220.0
2018-12-03,47.6,10.0,7220.0
2018-12-04,46.7,0.0,7220.0
2018-12-05,46.9,0.0,7220.0
2018-12-06,46.2,0.0,7220.0
2018-12-07,45.7,0.0,7220.0
2018-12-10,44.4,0.0,7220.0
2018-12-11,44.1,0.0,7220.0
2018-12-12,43.2,0.0,7220.0
2018-12-13,42.3,100.0,7220.0
2018-12-14,41.4,10.0,7220.0
2018-12-17,37.0,5.0,7220.0
2018-12-18,35.6,15.0,7220.0
2018-12-19,34.8,10.0,7220.0
2018-12-20,34.8,48.0,7220.0
2018-12-21,34.8,0.0,7220.0
2018-12-24,33.8,100.0,7220.0
2018-12-25,46.5,60.0,7220.0
2018-12-26,41.6,5.0,7220.0
2018-12-27,39.5,10.0,7220.0
2018-12-28,39.5,0.0,7220.0
2018-12-29,39.3,10.0,7220.0
2019-01-03,39.1,0.0,7220.0
2019-01-04,39.6,0.0,7220.0
2019-01-08,39.8,0.0,7220.0
2019-01-09,39.9,0.0,7220.0
2019-01-10,44.0,71.42857142857143,7220.0
2019-01-11,41.9,7.5,7220.0
2019-01-14,41.6,10.0,7220.0
2019-01-15,41.5,10.0,7220.0
2019-01-16,42.0,10.0,7220.0
2019-01-17,42.3,0.0,7220.0
2019-01-18,41.8,0.0,7220.0
2019-01-21,41.7,100.0,7220.0
2019-01-22,58.3,62.06896551724138,7220.0
2019-01-23,70.9,7.57729941291585,7220.0
2019-01-24,74.0,7.027027027027027,7220.0
2019-01-25,59.3,5.0,7220.0
2019-01-28,55.0,6.666666666666666,7220.0
2019-01-29,50.7,0.0,7220.0
2019-01-30,59.7,18.0,7220.0
2019-01-31,64.0,6.666666666666666,7220.0
2019-02-01,86.0,37.142857142857146,7220.0
2019-02-04,112.0,30.418060200668894,7220.0
2019-02-05,156.7,8.106526859661123,7220.0
2019-02-06,219.2,9.73102682568676,7220.0
2019-02-07,306.7,7.562937062937063,7220.0
2019-02-08,316.0,7.686567164179103,7220.0
2019-02-11,273.0,6.129032258064517,7220.0
2019-02-12,205.0,8.0,7220.0
2019-02-13,179.9,14.106060606060606,7220.0
2019-02-14,217.0,16.022896963663513,7220.0
2019-02-15,170.0,6.216216216216218,7220.0
2019-02-18,164.8,5.0,7220.0
2019-02-19,151.0,8.666666666666668,7220.0
2019-02-20,211.3,22.641941391941394,7220.0
2019-02-21,203.4,10.043478260869566,7220.0
2019-02-22,213.8,6.470588235294117,7220.0
2019-02-25,240.0,5.0,7220.0
2019-02-26,218.4,5.066666666666666,7220.0
2019-02-27,213.0,4.285714285714286,7220.0
2019-02-28,195.0,10.0,7220.0
2019-03-01,196.4,10.0,7220.0
2019-03-04,181.0,10.0,7220.0
2019-03-05,182.1,60.0,7220.0
2019-03-06,171.8,0.0,7220.0
2019-03-07,174.0,0.0,7220.0
2019-03-11,165.8,30.0,7220.0
2019-03-12,176.0,23.333333333333336,7220.0
2019-03-13,172.6,0.0,7220.0
2019-03-14,172.5,0.0,7220.0
2019-03-15,171.3,0.0,7220.0
2019-03-18,169.8,0.0,7220.0
2019-03-19,170.7,75.0,7220.0
2019-03-20,168.7,0.0,7220.0
2019-03-21,169.8,10.0,7220.0
2019-03-22,166.7,0.0,7220.0
2019-03-25,160.0,100.0,7220.0
2019-03-26,159.9,10.833333333333332,7220.0
2019-03-27,150.0,0.0,7220.0
2019-03-28,147.9,0.0,7220.0
2019-03-29,142.0,15.0,7220.0
2019-04-01,136.0,26.666666666666664,7220.0
2019-04-02,127.4,10.0,7220.0
2019-04-03,154.0,77.14285714285714,7220.0
2019-04-04,143.0,4.666666666666667,7220.0
2019-04-05,137.2,5.5555555555555545,7220.0
2019-04-08,131.5,10.0,7220.0
2019-04-09,127.2,0.0,7220.0
2019-04-10,127.0,16.875,7220.0
2019-04-11,128.9,0.0,7220.0
2019-04-12,127.9,10.0,7220.0
2019-04-15,126.9,0.0,7220.0
2019-04-16,124.9,5.0,7220.0
2019-04-17,114.6,76.92307692307692,7220.0
2019-04-18,109.4,2.8571428571428568,7220.0
2019-04-19,98.5,13.6094674556213,7220.0
2019-04-22,100.8,0.0,7220.0
2019-04-23,94.4,19.047619047619047,7220.0
2019-04-24,92.7,6.666666666666666,7220.0
2019-04-25,87.4,6.0,7220.0
2019-04-26,87.5,15.0,7220.0
2019-04-29,82.1,7.5,7220.0
2019-04-30,78.6,7.0,7220.0
2019-05-02,76.5,5.0,7220.0
2019-05-03,70.2,10.0,7220.0
2019-05-06,70.0,6.25,7220.0
2019-05-07,66.4,8.333333333333334,7220.0
2019-05-08,69.5,13.888888888888886,7220.0
2019-05-10,67.1,10.0,7220.0
2019-05-13,69.8,9.0,7220.0
2019-05-14,66.0,43.93939393939393,7220.0
2019-05-15,66.4,10.0,7220.0
2019-05-16,64.8,10.0,7220.0
2019-05-17,63.6,0.0,7220.0
2019-05-20,62.0,0.0,7220.0
2019-05-21,58.0,54.54545454545454,7220.0
2019-05-22,55.8,14.055555555555555,7220.0
2019-05-23,53.5,5.7142857142857135,7220.0
2019-05-24,53.4,10.0,7220.0
2019-05-27,55.4,6.666666666666666,7220.0
2019-05-28,53.2,0.0,7220.0
2019-05-29,52.5,0.0,7220.0
2019-05-30,52.4,16.666666666666664,7220.0
2019-05-31,51.7,10.0,7220.0
2019-06-03,52.9,8.75,7220.0
2019-06-04,51.7,11.428571428571427,7220.0
2019-06-05,50.9,16.07142857142857,7220.0
2019-06-06,52.9,5.6000000000000005,7220.0
2019-06-07,51.5,6.666666666666666,7220.0
2019-06-10,51.5,3.333333333333333,7220.0
2019-06-11,52.4,0.0,7220.0
2019-06-13,50.1,75.0,7220.0
2019-06-14,48.0,7.2727272727272725,7220.0
2019-06-17,49.4,9.575551782682512,7220.0
2019-06-18,47.8,7.982978723404256,7220.0
2019-06-19,46.7,10.0,7220.0
2019-06-20,48.1,24.75,7220.0
2019-06-21,47.1,8.0,7220.0
2019-06-24,46.0,6.666666666666668,7220.0
2019-06-25,44.1,18.487394957983195,7220.0
2019-06-26,43.5,10.795454545454547,7220.0
2019-06-27,41.2,7.767857142857142,7220.0
2019-06-28,40.6,6.4209274673008325,7220.0
2019-07-01,38.2,3.8461538461538463,7220.0
2019-07-02,39.0,5.0,7220.0
2019-07-03,37.8,35.458333333333336,7220.0
2019-07-04,38.1,5.454545454545454,7220.0
2019-07-05,37.0,4.166666666666667,7220.0
2019-07-08,37.0,5.0,7220.0
2019-07-09,36.5,0.0,7220.0
2019-07-10,37.2,15.0,7220.0
2019-07-11,36.6,8.0,7220.0
2019-07-12,39.8,31.250000000000004,7220.0
2019-07-15,36.9,5.333333333333333,7220.0
2019-07-16,37.3,5.7142857142857135,7220.0
2019-07-17,36.5,10.0,7220.0
2019-07-18,33.8,5.0,7220.0
2019-07-19,31.2,24.537037037037038,7220.0
2019-07-22,31.4,4.545454545454545,7220.0
2019-07-23,30.3,8.823529411764708,7220.0
2019-07-24,27.6,20.55625,7220.0
2019-07-25,27.0,6.949300699300699,7220.0
2019-07-26,24.8,8.145153239492862,7220.0
2019-07-29,18.9,10.91028915067139,7220.0
2019-07-30,23.2,6.666666666666666,7220.0
2019-07-31,23.0,5.595238095238094,7220.0
2019-08-01,23.1,6.774193548387097,7220.0
2019-08-02,22.1,7.931034482758621,7220.0
2019-08-05,21.1,8.518518518518517,7220.0
2019-08-06,20.9,4.545454545454545,7220.0
2019-08-07,19.9,5.15625,7220.0
2019-08-08,19.0,25.66666666666667,7220.0
2019-08-09,17.1,6.557377049180328,7220.0
2019-08-12,20.8,18.312437810945273,7220.0
2019-08-13,20.6,5.526315789473685,7220.0
2019-08-14,19.3,7.894736842105264,7220.0
2019-08-15,16.8,8.724279835390947,7220.0
2019-08-16,16.7,6.75,7220.0
2019-08-19,16.6,8.125,7220.0
2019-08-20,16.4,10.769230769230768,7220.0
2019-08-21,15.6,7.819593787335721,7220.0
2019-08-22,15.1,9.435876623376624,7220.0
2019-08-23,15.1,14.302508960573475,7220.0
2019-08-26,15.0,7.199999999999998,7220.0
2019-08-27,14.2,8.962962962962962,7220.0
2019-08-28,13.8,19.78598484848485,7220.0
2019-08-29,12.6,6.2857142857142865,7220.0
2019-08-30,13.2,9.25064599483204,7220.0
2019-09-02,13.0,6.851851851851853,7220.0
2019-09-03,12.3,6.0,7220.0
2019-09-04,13.2,7.0,7220.0
2019-09-05,14.8,15.313050037716875,7220.0
2019-09-06,20.6,13.814032778030956,7220.0
2019-09-09,25.6,5.863874345549737,7220.0
2019-09-10,22.7,5.46875,7220.0
2019-09-11,21.0,8.210732984293193,7220.0
2019-09-12,22.8,6.346153846153847,7220.0
2019-09-13,22.4,6.842105263157895,7220.0
2019-09-16,21.8,5.7142857142857135,7220.0
2019-09-17,20.5,6.75,7220.0
2019-09-18,21.8,17.48631950573698,7220.0
2019-09-19,22.5,7.142857142857142,7220.0
2019-09-20,22.3,6.2857142857142865,7220.0
2019-09-23,23.5,9.1650641025641,7220.0
2019-09-24,23.2,10.07518796992481,7220.0
2019-09-25,22.0,4.84375,7220.0
2019-09-26,21.6,5.689655172413794,7220.0
2019-09-27,20.8,5.333333333333333,7220.0
2019-09-30,20.8,7.5,7220.0
2019-10-01,20.7,5.833333333333334,7220.0
2019-10-02,20.1,16.42857142857143,7220.0
2019-10-03,19.5,16.145557655954633,7220.0
2019-10-04,19.5,7.678571428571429,7220.0
2019-10-07,19.3,8.4,7220.0
2019-10-08,18.7,6.29954268292683,7220.0
2019-10-09,17.5,14.479520802978795,7220.0
2019-10-10,17.4,6.153846153846153,7220.0
2019-10-11,18.7,6.744186046511628,7220.0
2019-10-14,18.2,6.666666666666666,7220.0
2019-10-15,18.1,20.27906976744186,7220.0
2019-10-16,18.5,7.777777777777778,7220.0
2019-10-17,18.3,8.928571428571429,7220.0
2019-10-18,19.4,7.159090909090907,7220.0
2019-10-21,19.0,6.666666666666666,7220.0
2019-10-22,18.9,5.217391304347826,7220.0
2019-10-23,18.8,3.75,7220.0
2019-10-24,18.4,10.077419354838714,7220.0
2019-10-25,18.5,5.454545454545454,7220.0
2019-10-28,18.0,8.289473684210527,7220.0
2019-10-29,17.9,8.75,7220.0
2019-10-30,17.9,7.142857142857142,7220.0
2019-10-31,17.5,5.0,7220.0
2019-11-01,17.1,13.162393162393162,7220.0
2019-11-05,16.0,13.295454545454545,7220.0
2019-11-06,14.2,21.05591168091168,7220.0
2019-11-07,14.9,7.627118644067797,7220.0
2019-11-08,14.9,7.0,7220.0
2019-11-11,14.7,5.384615384615384,7220.0
2019-11-12,14.2,7.1328671328671325,7220.0
2019-11-13,14.5,6.428571428571429,7220.0
2019-11-14,14.6,9.09090909090909,7220.0
2019-11-15,14.5,0.0,7220.0
2019-11-18,14.5,10.0,7220.0
2019-11-19,14.6,7.142857142857142,7220.0
2019-11-20,14.8,39.230769230769226,7220.0
2019-11-21,15.1,7.777777777777778,7220.0
2019-11-22,14.7,6.538461538461537,7220.0
2019-11-25,14.9,3.333333333333333,7220.0
2019-11-26,15.0,13.322981366459627,7220.0
2019-11-27,15.0,6.363636363636362,7220.0
2019-11-28,15.0,3.333333333333333,7220.0
2019-11-29,14.8,11.958041958041957,7220.0
2019-12-02,14.9,8.486842105263158,7220.0
2019-12-03,14.7,6.363636363636362,7220.0
2019-12-04,14.7,9.965277777777775,7220.0
2019-12-05,14.8,20.225140712945596,7220.0
2019-12-06,15.0,7.841444270015699,7220.0
2019-12-09,14.9,8.888888888888891,7220.0
2019-12-10,15.0,6.534090909090909,7220.0
2019-12-11,20.9,29.042341574310885,7220.0
2019-12-12,22.2,15.725352112676058,7220.0
2019-12-13,19.4,7.1755725190839685,7220.0
2019-12-16,17.8,6.4444444444444455,7220.0
2019-12-17,20.7,23.699903478954216,7220.0
2019-12-18,20.5,6.226415094339623,7220.0
2019-12-19,20.6,7.5925925925925934,7220.0
2019-12-20,20.5,7.083333333333334,7220.0
2019-12-23,21.6,7.1764705882352935,7220.0
2019-12-24,22.3,7.59493670886076,7220.0
2019-12-25,23.3,7.0125,7220.0
2019-12-26,21.5,7.195121951219512,7220.0
2019-12-27,21.6,7.5,7220.0
2019-12-30,22.3,6.0606060606060606,7220.0
2020-01-03,22.0,6.153846153846153,7220.0
2020-01-06,20.8,9.44922547332186,7220.0
2020-01-08,21.7,7.012750455373406,7220.0
2020-01-09,22.3,6.8181818181818175,7220.0
2020-01-10,22.3,12.230769230769232,7220.0
2020-01-13,22.5,6.956521739130435,7220.0
2020-01-14,22.1,13.620071684587812,7220.0
2020-01-15,21.4,9.385245901639342,7220.0
2020-01-16,21.1,6.808510638297872,7220.0
2020-01-17,21.7,7.796308290155441,7220.0
2020-01-20,22.0,7.444461467749349,7220.0
2020-01-21,21.6,8.333333333333334,7220.0
2020-01-22,21.5,9.027266028002948,7220.0
2020-01-23,20.7,11.452054794520548,7220.0
2020-01-24,21.9,7.954545454545454,7220.0
2020-01-27,21.6,5.185185185185184,7220.0
2020-01-28,21.4,7.6923076923076925,7220.0
2020-01-29,21.6,6.875,7220.0
2020-01-30,21.6,27.97082228116712,7220.0
2020-01-31,22.3,6.363636363636362,7220.0
2020-02-03,22.0,6.0606060606060606,7220.0
2020-02-04,22.2,7.0,7220.0
2020-02-05,22.0,6.904761904761906,7220.0
2020-02-06,22.0,11.184792219274977,7220.0
2020-02-07,22.1,5.833333333333334,7220.0
2020-02-10,22.0,9.141274238227147,7220.0
2020-02-11,22.2,10.31111111111111,7220.0
2020-02-12,22.15,7.2727272727272725,7220.0
2020-02-13,22.1,6.9789473684210535,7220.0
2020-02-14,22.0,8.333333333333334,7220.0
2020-02-17,21.85,10.788709007887089,7220.0
2020-02-18,21.4,6.0,7220.0
2020-02-19,21.7,8.442982456140351,7220.0
2020-02-20,21.7,6.875,7220.0
2020-02-21,21.6,12.54346746150025,7220.0
2020-02-25,21.35,4.615384615384616,7220.0
2020-02-26,20.85,18.046511627906977,7220.0
2020-02-27,19.4,7.720287881735071,7220.0
2020-02-28,17.6,5.2083932164415065,7220.0
2020-03-02,18.25,6.0,7220.0
2020-03-03,18.45,5.0,7220.0
2020-03-04,18.15,7.1986417657045845,7220.0
2020-03-05,17.75,8.625336927223719,7220.0
2020-03-06,17.25,5.592105263157894,7220.0
2020-03-10,16.45,11.61387631975867,7220.0
2020-03-11,16.7,7.647058823529411,7220.0
2020-03-12,15.05,20.304878048780488,7220.0
2020-03-13,15.1,6.486486486486488,7220.0
2020-03-16,14.6,6.571428571428571,7220.0
2020-03-17,14.4,5.524537173082575,7220.0
2020-03-18,14.8,6.506730351715153,7220.0
2020-03-19,14.9,7.894736842105264,7220.0
2020-03-20,15.6,8.428093645484951,7220.0
2020-03-23,15.4,8.333333333333334,7220.0
2020-03-24,16.4,8.42105263157895,7220.0
2020-03-25,16.5,0.0,7220.0
2020-03-26,16.5,0.0,7220.0
2020-03-27,16.3,0.0,7220.0
2020-03-30,15.95,0.0,7220.0
2020-03-31,16.0,0.0,7220.0
2020-04-01,15.7,0.0,7220.0
2020-04-02,15.5,0.0,7220.0
2020-04-03,15.6,0.0,7220.0
